正體字形,簡化字形,音序,臺／陸特有詞,臺／陸特有音,臺灣音讀,臺灣漢拼,大陸音讀,大陸漢拼
安心卡,安心卡,,,,,,ㄢ　ㄒ丨ㄣ　ㄎㄚˇ,ānxīnkǎ
安養,安养,,,,,,ㄢ  ㄧㄤˇ,ānyǎng
安養院,安养院,,▲,,,,ㄢ ㄧㄤˇ ㄩㄢˋ,ānyǎngyuàn
安逸,安逸,,,,,,ㄢ  ㄧˋ,ānyì
安營,安营,,,,,,ㄢ　丨ㄥˊ,ānyínɡ
安營紮寨,安营扎寨,,,,,,ㄢ　丨ㄥˊ　ㄓㄚ　ㄓㄞˋ,ānyínɡ–zhāzhài
安葬,安葬,,,,,,ㄢ ㄗㄤˋ,ānzàng
安枕,安枕,,,,,,ㄢ　ㄓㄣˇ,ānzhěn
安之若素,安之若素,,,,,,ㄢ ㄓ ㄖㄨㄛˋ ㄙㄨˋ,ānzhī–ruòsù
,安置,,,,,,ㄢ　ㄓˋ,ānzhì
安裝,安装,,,,,,ㄢ  ㄓㄨㄤ,ānzhuāng
,垵,,,,,,ㄢ,ān
,桉,,,,ㄢˋ,àn,ㄢ,ān
,氨,,,,,,ㄢ,ān
氨基酸,氨基酸,,★,,,,ㄢ  ㄐㄧ  ㄙㄨㄢ,ānjīsuān
氨氣,氨气,,,,,,ㄢ ㄑㄧˋ,ānqì
氨水,氨水,,,,,,ㄢ  ㄕㄨㄟˇ,ānshuǐ
,庵,,,,,,ㄢ,ān
庵堂,庵堂,,,,,,ㄢ　ㄊㄤˊ,āntánɡ
諳,谙,,,,,,ㄢ,ān
諳熟,谙熟,,,,ㄢ  ㄕㄡˊ,ānshóu,ㄢ  ㄕㄨˊ,ānshú
啽囈,啽呓,,,,,,ㄢ  ㄧ‵,ānyì
媕,媕,,,,,,ㄢ,ān
鵪,鹌,,,,,,ㄢ,ān
鵪鶉,鹌鹑,,,,,,ㄢ ㄔㄨㄣˊ,ānchún
,痷,,,,,,ㄢ,ān
,痷婪,,,,,,ㄢ　ㄌㄢˊ,ānlán
鞌,鞍,,,,,,ㄢ,ān
鞍馬,鞍马,,,,,,ㄢ ㄇㄚˇ,ānmǎ
鞌子,鞍子,,,,,,ㄢ ˙ㄗ,ānzi
盦,盦,,,,,,ㄢ,ān
闇,(门+音),,,,,,ㄢ,ān
鮟,（鱼+安）,,,,ㄢˋ,àn,ㄢ,ān
鮟鱇,（鱼+安）（鱼+康）,,,,ㄢˋ　ㄎㄤ,ànkānɡ,ㄢ　ㄎㄤ,ānkānɡ
,啽,,,,,,ㄢˊ,án
,儑,,,,,,ㄢˊ,án
,匼,,,,,,ㄢˇ,ǎn
垵,垵,,,,ㄢ,ān,ㄢˇ,ǎn
,俺,,,,,,ㄢˇ,ǎn
俺們,俺们,,,,,,ㄢˇ　˙ㄇㄣ,ǎnmen
埯,埯,,,,,,ㄢˇ,ǎn
,唵,,,,,,ㄢˇ,ǎn
,揞,,,,,,ㄢˇ,ǎn
犴,犴,,,,,,ㄢˋ,àn
垾,岸,,,,,,ㄢˋ,àn
岸邊,岸边,,,,,,ㄢˋ　ㄅ丨ㄢ,ànbiān
,岸防,,,,,,ㄢˋ　ㄈㄤˊ,ànfánɡ
岸然,岸然,,,,,,ㄢˋ ㄖㄢˊ,ànrán
,按,,,,,,ㄢˋ,àn
按兵不動,按兵不动,,,,ㄢˋ ㄅㄧㄥ ㄅㄨ‵ ㄉㄨㄥˋ,ànbīng–búdòng,ㄢˋ ㄅㄧㄥ ㄅㄨ′ ㄉㄨㄥˋ,ànbīng–bùdòng
,按部就班,,,,,,ㄢˋ ㄅㄨˋ ㄐㄧㄡˋ ㄅㄢ,ànbù–jiùbān
按鍵,按键,,,,,,ㄢˋ ㄐㄧㄢˋ,ànjiàn
,按揭,,★,,,,ㄢˋ ㄐㄧㄝ,ànjiē
按扣,按扣,,,,,,ㄢˋ　ㄎㄡˋ,ànkòu
按理,按理,,,,,,ㄢˋ　ㄌ丨ˇ,ànlǐ
,按例,,,,,,ㄢˋ ㄌㄧˋ,ànlì
按鈴申告,按铃申告,,▲,,,,ㄢˋ ㄌㄧㄥˊ ㄕㄣ ㄍㄠˋ,ànlíng–shēngào
按摩,按摩,,,,,,ㄢˋ ㄇㄛˊ,ànmó
按摩浴缸,按摩浴缸,,,,,,ㄢˋ ㄇㄛˊ ㄩˋ ㄍㄤ,ànmó yùgāng
,按捺,,,,,,ㄢˋ　ㄋㄚˋ,ànnà
按鈕,按钮,,,,,,ㄢˋ ㄋㄧㄡˇ,ànniǔ
,按期,,,,ㄢˋ ㄑㄧ,ànqí,ㄢˋ ㄑㄧ′,ànqī
按時,按时,,,,,,ㄢˋ　ㄕˊ,ànshí
按說,按说,,,,,,ㄢˋ　ㄕㄨㄛ,ànshuō
按圖索驥,按图索骥,,,,,,ㄢˋ ㄊㄨˊ ㄙㄨㄛˇ ㄐㄧˋ,àntú–suǒjì
按語,按语,,,,,,ㄢˋ　ㄩˇ,ànyǔ
按月,按月,,,,,,ㄢˋ　ㄩㄝˋ,ànyuè
按讚,按赞,,,,,,ㄢˋ　ㄗㄢˋ,ànzàn
按照,按照,,,,,,ㄢˋ　ㄓㄠˋ,ànzhào
,咹,,,,,,ㄢˋ,àn
胺,胺,,,,ㄢ‵,ān,ㄢ,àn
,胺基酸,,▲,,,,ㄢˋ ㄐㄧ ㄙㄨㄢ,ànjīsuān
案,案,,,,,,ㄢˋ,àn
案板,案板,,,,,,ㄢˋ　ㄅㄢˇ,ànbǎn
案秤,案秤,,,,,,ㄢˋ　ㄔㄥˋ,ànchènɡ
案底,案底,,,,,,ㄢˋ　ㄉ丨ˇ,àndǐ
案牘,案牍,,,,,,ㄢˋ　ㄉㄨˊ,àndú
案牘勞形,案牍劳形,,,,,,ㄢˋ ㄉㄨˊ ㄌㄠˊ ㄒㄧㄥˊ,àndú –láoxíng
案發,案发,,,,,,ㄢˋ　ㄈㄚ,ànfā
案犯,案犯,,,,,,ㄢˋ　ㄈㄢˋ,ànfàn
案件,案件,,,,,,ㄢˋ ㄐㄧㄢˋ,ànjiàn
案卷,案卷,,,,,,ㄢˋ ㄐㄩㄢˋ,ànjuàn
案例,案例,,,,,,ㄢˋ ㄌㄧˋ,ànlì
案情,案情,,,,,,ㄢˋ　ㄑ丨ㄥˊ,ànqínɡ
案頭,案头,,,,,,ㄢˋ ㄊㄡˊ,àntóu
案由,案由,,,,,,ㄢˋ ㄧㄡˊ,ànyóu
案語,案语,,,,,,ㄢˋ　ㄩˇ,ànyǔ
案子,案子,,,,,,ㄢˋ ˙ㄗ,ànzi
闇,暗,,,,,,ㄢˋ,àn
,暗,,,,,,ㄢˋ,àn
暗堡,暗堡,,,,,,ㄢˋ　ㄅㄠˇ,ànbǎo
暗藏,暗藏,,,,,,ㄢˋ ㄘㄤˊ,àncáng
暗藏玄機,暗藏玄机,,,,,,ㄢˋ　ㄘㄤˊ　ㄒㄩㄢˊ　ㄐ丨,àncánɡ-xuánjī
暗娼,暗娼,,,,,,ㄢˋ　ㄔㄤ,ànchānɡ
,暗潮,,,,,,ㄢˋ　ㄔㄠˊ,àncháo
暗潮洶湧,暗潮汹涌,,,,,,ㄢˋ ㄔㄠˊ ㄒㄩㄥ ㄩㄥˇ,àncháo–xiōngyǒng
暗吃一驚,暗吃一惊,,,,ㄢˋ　ㄔ　丨ˋ　ㄐ丨ㄥ,ànchīyìjīnɡ,ㄢˋ　ㄔ　丨　ㄐ丨ㄥ,ànchīyījīnɡ
暗處,暗处,,,,,,ㄢˋ　ㄔㄨˋ,ànchù
,暗忖,,,,,,ㄢˋ　ㄘㄨㄣˇ,àncǔn
,暗淡,,,,,,ㄢˋ ㄉㄢˋ,àndàn
暗澹,暗澹,,,,,,ㄢˋ　ㄉㄢˋ,àndàn
暗道,暗道,,,,,,ㄢˋ　ㄉㄠˋ,àndào
,暗地,,,,,,ㄢˋ ㄉㄧˋ,àndì
暗地裡,暗地里,,,,,,ㄢˋ　ㄉ丨ˋ　ㄌ丨ˇ,àndìlǐ
暗度陳倉,暗度陈仓,,,,,,ㄢˋ ㄉㄨˋ ㄔㄣˊ ㄘㄤ,àndù–chéncāng
暗房,暗房,,,,,,ㄢˋ ㄈㄤˊ,ànfáng
暗訪,暗访,,,,,,ㄢˋ　ㄈㄤˇ,ànfǎnɡ
暗溝,暗沟,,,,,,ㄢˋ ㄍㄡ,àngōu
暗害,暗害,,,,,,ㄢˋ　ㄏㄞˋ,ànhài
暗含,暗含,,,,,,ㄢˋ　ㄏㄢˊ,ànhán
暗號,暗号,,,,,,ㄢˋ ㄏㄠˋ,ànhào
,暗合,,,,,,ㄢˋ　ㄏㄜˊ,ànhé
暗疾,暗疾,,,,,,ㄢˋ　ㄐ丨ˊ,ànjí
暗記,暗记,,,,,,ㄢˋ ㄐㄧˋ,ànjì
暗箭,暗箭,,,,,,ㄢˋ ㄐㄧㄢˋ,ànjiàn
暗箭難防,暗箭难防,,,,,,ㄢˋㄐ丨ㄢˋ　ㄋㄢˊ　ㄈㄤˊ,ànjiàn–nánfánɡ
暗箭傷人,暗箭伤人,,,,,,ㄢˋ ㄐㄧㄢˋ ㄕㄤ ㄖㄣˊ,ànjiàn–shāngrén
,暗礁,,,,,,ㄢˋ ㄐㄧㄠ,ànjiāo
暗戀,暗恋,,,,,,ㄢˋ ㄌㄧㄢˋ,ànliàn
暗流,暗流,,,,,,ㄢˋ　ㄌ丨ㄡˊ,ànliú
暗碼,暗码,,,,,,ㄢˋ　ㄇㄚˇ,ànmǎ
,暗昧,,,,,,ㄢˋ　ㄇㄟˋ,ànmèi
暗盤,暗盘,,,,,,ㄢˋ ㄆㄢˊ,ànpán
暗器,暗器,,,,,,ㄢˋ ㄑㄧˋ,ànqì
,暗弱,,,,,,ㄢˋ　ㄖㄨㄛˋ,ànruò
暗殺,暗杀,,,,,,ㄢˋ ㄕㄚ,ànshā
暗哨,暗哨,,,,,,ㄢˋ　ㄕㄠˋ,ànshào
,暗射,,,,,,ㄢˋ ㄕㄜˋ,ànshè
暗示,暗示,,,,,,ㄢˋ　ㄕˋ,ànshì
,暗事,,,,,,ㄢˋ　ㄕˋ,ànshì
,暗室,,,,,,ㄢˋ　ㄕˋ,ànshì
,暗室不欺,,,,,,ㄢˋ　ㄕˋ　ㄅㄨˋ　ㄑ丨,ànshì–bùqī
暗送秋波,暗送秋波,,,,,,ㄢˋ　ㄙㄨㄥˋ　ㄑ丨ㄡ　ㄅㄛ,ànsònɡ-qiūbō
,暗算,,,,,,ㄢˋ ㄙㄨㄢˋ,ànsuàn
暗鎖,暗锁,,,,,,ㄢˋ　ㄙㄨㄛˇ,ànsuǒ
暗探,暗探,,,,,,ㄢˋ　ㄊㄢˋ,àntàn
暗無天日,暗无天日,,,,,,ㄢˋ ㄨˊ ㄊㄧㄢ  ㄖˋ,ànwútiānrì
,暗喜,,,,,,ㄢˋ　ㄒ丨ˇ,ànxǐ
暗香,暗香,,,,,,ㄢˋ　ㄒ丨ㄤ,ànxiānɡ
,暗箱,,,,,,ㄢˋ　ㄒ丨ㄤ,ànxiānɡ
暗箱操作,暗箱操作,,★,,,,ㄢˋ ㄒㄧㄤ ㄘㄠ ㄗㄨㄛˋ,ànxiāng–cāozuò
,暗笑,,,,,,ㄢˋ　ㄒ丨ㄠˋ,ànxiào
,暗影,,,,,,ㄢˋ　丨ㄥˇ,ànyǐnɡ
暗語,暗语,,,,,,ㄢˋ　ㄩˇ,ànyǔ
暗喻,暗喻,,,,,,ㄢˋ ㄩˋ,ànyù
,暗中,,,,,,ㄢˋ　ㄓㄨㄥ,ànzhōnɡ
,暗自,,,,,,ㄢˋ　ㄗˋ,ànzì
暗自竊喜,暗自窃喜,,,,,,ㄢˋㄗˋ ㄑ丨ㄝˋㄒ丨ˇ,ànzì–qièxǐ
,儑,,,,,,ㄢˋ,àn
,黯,,,,,,ㄢˋ,àn
,黯淡,,,,,,ㄢˋ ㄉㄢˋ,àndàn
黯然,黯然,,,,,,ㄢˋ ㄖㄢˊ,ànrán
黯然神傷,黯然神伤,,,,,,ㄢˋ ㄖㄢˊ ㄕㄣˊ ㄕㄤ,ànrán–shénshāng
黯然失色,黯然失色,,,,,,ㄢˋ ㄖㄢˊ ㄕ ㄙㄜˋ,ànrán–shīsè
骯,肮,,,,,,ㄤ,āng
骯髒,肮脏,,,,,,ㄤ ㄗㄤ,āngzāng
骯髒彈,肮脏弹,,,,,,ㄤ ㄗㄤ ㄉㄢˋ,ānɡzānɡdàn
,卬,,,,,,ㄤˊ,ánɡ
,昂,,,,,,ㄤˊ,áng
,昂昂,,,,,,ㄤˊ　ㄤˊ,ánɡánɡ
昂藏,昂藏,,,,,,ㄤˊ ㄘㄤˊ,ángcáng
昂奮,昂奋,,,,,,ㄤˊ　ㄈㄣˋ,ánɡfèn
昂貴,昂贵,,,,,,ㄤˊ ㄍㄨㄟˋ,ángguì
昂然,昂然,,,,,,ㄤˊ ㄖㄢˊ,ángrán
,昂首,,,,,,ㄤˊ　ㄕㄡˇ,ánɡshǒu
昂首闊步,昂首阔步,,,,,,ㄤˊ ㄕㄡˇ ㄎㄨㄛˋ ㄅㄨˋ,ángshǒu–kuòbù
昂揚,昂扬,,,,,,ㄤˊ ㄧㄤˊ,ángyáng
,枊,,,,,,ㄤˋ,ànɡ
盎,盎,,,,,,ㄤˋ,àng
盎然,盎然,,,,,,ㄤˋ ㄖㄢˊ,àngrán
盎司,盎司,,,,,,ㄤˋ ㄙ,àngsī
盎斯,盎斯,,,,,,ㄤˋ　ㄙ,ànɡsī
,凹,,,,,,ㄠ,āo
凹版,凹版,,,,,,ㄠ　ㄅㄢˇ,āobǎn
,凹版印刷,,,,,,ㄠ ㄅㄢˇ丨ㄣˋ　ㄕㄨㄚ,āobǎn yìnshuā
,凹玻片,,,,,,ㄠ　ㄅㄛ　ㄆ丨ㄢˋ,āobōpiàn
凹鏡,凹镜,,,,,,ㄠ　ㄐ丨ㄥˋ,āojìnɡ
凹面鏡,凹面镜,,,,,,ㄠ ㄇㄧㄢˋ ㄐㄧㄥˋ,āomiànjìng
凹透鏡,凹透镜,,,,,,ㄠ ㄊㄡˋ ㄐㄧㄥˋ,āotòujìng
凹凸不平,凹凸不平,,,,,,ㄠ   ㄊㄨ   ㄅㄨ‵  ㄆㄧㄥ′,āotū-bùpínɡ
凹陷,凹陷,,,,,,ㄠ　ㄒ丨ㄢˋ,āoxiàn
熬,熬,,,,ㄠ,áo,ㄠ′,āo
爊,爊,,,,ㄠˊ,áo,ㄠ,āo
敖,敖,,,,,,ㄠˊ,áo
敖包,敖包,,,,,,ㄠˊ　ㄅㄠ,áobāo
隞,隞,,,,,,ㄠˊ,áo
嶅,嶅,,,,,,ㄠˊ,áo
遨,遨,,,,,,ㄠˊ,áo
遨遊,遨游,,,,,,ㄠˊ ㄧㄡˊ,áoyóu
嗷,嗷,,,,,,ㄠˊ,áo
嗷嗷,嗷嗷,,,,,,ㄠˊ ㄠˊ,áo’áo
嗷嗷待哺,嗷嗷待哺,,,,,,ㄠˊ ㄠˊ ㄉㄞˋ ㄅㄨˇ,áo’áo–dàibǔ
廒,廒,,,,,,ㄠˊ,áo
璈,璈,,,,,,ㄠˊ,áo
獒,獒,,,,,,ㄠˊ,áo
獒犬,獒犬,,,,,,ㄠˊ ㄑㄩㄢˇ,áoquǎn
摮,摮,,,,,,ㄠˊ,áo
熬,熬,,,,,,ㄠˊ,áo
熬出頭,熬出头,,,,,,ㄠˊ ㄔㄨ ㄊㄡˊ,áochūtóu
熬煎,熬煎,,,,,,ㄠˊ ㄐㄧㄢ,áojiān
熬夜,熬夜,,,,,,ㄠˊ ㄧㄝˋ,áoyè
磝,磝,,,,,,ㄠˊ,áo
聱,聱,,,,,,ㄠˊ,áo
聱牙,聱牙,,,,,,ㄠˊ ㄧㄚˊ,áoyá
螯,螯,,,,,,ㄠˊ,áo
,翱,,,,,,ㄠˊ,áo
,翱翔,,,,,,ㄠˊ ㄒㄧㄤˊ,áoxiáng
鼇,鳌,,,,,,ㄠˊ,áo
鏖,鏖,,,,,,ㄠˊ,áo
鏖戰,鏖战,,,,,,ㄠˊ ㄓㄢˋ,áozhàn
,拗,,,,,,ㄠˇ,ǎo
襖,袄,,,,,,ㄠˇ,ǎo
襖裙,袄裙,,,,,,ㄠˇ ㄑㄩㄣˊ,ǎoqún
,眑,,,,,,ㄠˇ,ǎo
媼,媪,,,,,,ㄠˇ,ǎo
,坳,,,,ㄠ,āo,ㄠˋ,ào
,拗,,,,,,ㄠˋ,ào
,拗口,,,,,,ㄠˋ ㄎㄡˇ,àokǒu
拗口令,拗口令,,,,,,ㄠˋ　ㄎㄡˇ　ㄌ丨ㄥˋ,àokǒulìnɡ
,奡,,,,,,ㄠˋ,ào
傲,傲,,,,,,ㄠˋ,ào
傲岸,傲岸,,,,,,ㄠˋ　ㄢˋ,ào’àn
傲骨,傲骨,,,,,,ㄠˋ ㄍㄨˇ,àogǔ
傲慢,傲慢,,,,,,ㄠˋ ㄇㄢˋ,àomàn
傲氣,傲气,,,,,,ㄠˋ　ㄑ丨ˋ,àoqì
傲然,傲然,,,,,,ㄠˋ　ㄖㄢˊ,àorán
傲世,傲世,,,,,,ㄠˋ ㄕˋ,àoshì
傲視,傲视,,,,,,ㄠˋ　ㄕˋ,àoshì
傲物,傲物,,,,,,ㄠˋ　ㄨˋ,àowù
奧,奥,,,,,,ㄠˋ,ào
奧博,奥博,,,,,,ㄠˋ　ㄅㄛˊ,àobó
奧林匹克競賽,奥林匹克竞赛,,,,ㄠˋ　ㄌ丨ㄣˊ　ㄆ丨　ㄎㄜˋ　ㄐ丨ㄥˋ　ㄙㄞˋ,àolínpīkè  jìnɡsài,ㄠˋ　ㄌ丨ㄣˊ　ㄆ丨ˇ　ㄎㄜˋ　ㄐ丨ㄥˋ　ㄙㄞˋ,àolínpǐkè jìnɡsài
奧林匹克運動會,奥林匹克运动会,,,,ㄠˋ ㄌㄧㄣˊ ㄆㄧˇ ㄎㄜˋ ㄩㄣˋ ㄉㄨㄥˋ ㄏㄨㄟˋ,àolínpīkè yùndònghuì,ㄠˋ ㄌㄧㄣˊ ㄆㄧ  ㄎㄜˋ ㄩㄣˋ ㄉㄨㄥˋ ㄏㄨㄟˋ,àolínpǐkè yùndònghuì
奧祕,奥秘,,,,,,ㄠˋ ㄇㄧˋ,àomì
奧妙,奥妙,,,,,,ㄠˋ ㄇㄧㄠˋ,àomiào
奧斯卡金像獎,奥斯卡金像奖,,,,,,ㄠˋ ㄙ ㄎㄚˇ ㄐㄧㄣ ㄒㄧㄤˋ ㄐㄧㄤˇ,àosīkǎ jīnxiàngjiǎng
奧義,奥义,,,,,,ㄠˋ ㄧˋ,àoyì
奧援,奥援,,,,,,ㄠˋ ㄩㄢˊ,àoyuán
奧運會,奥运会,,,,,,ㄠˋ ㄩㄣˋ ㄏㄨㄟˋ,àoyùnhuì
奧旨,奥旨,,,,,,ㄠˋ　ㄓˇ,àozhǐ
驁,骜,,,,ㄠ‵,áo,ㄠ′,ào
隩,隩,,,,,,ㄠˋ,ào
墺,墺,,,,,,ㄠˋ,ào
澳,澳,,,,,,ㄠˋ,ào
澳洲,澳洲,,,,,,ㄠˋ ㄓㄡ,àozhōu
懊,懊,,,,,,ㄠˋ,ào
懊恨,懊恨,,,,,,ㄠˋ　ㄏㄣˋ,àohèn
懊悔,懊悔,,,,,,ㄠˋ ㄏㄨㄟˇ,àohuǐ
懊惱,懊恼,,,,,,ㄠˋ ㄋㄠˇ,àonǎo
懊喪,懊丧,,,,,,ㄠˋ ㄙㄤˋ,àosàng
鏊,鏊,,,,ㄠˊ,áo,ㄠˋ,ào
鏊子,鏊子,,,,ㄠˊ ˙ㄗ,áozi,ㄠˋ ˙ㄗ,àozi
,八,,,,,,ㄅㄚ,bā
八百壯士,八百壮士,,,,,,ㄅㄚ ㄅㄞˇ ㄓㄨㄤˋ ㄕˋ,bābǎi zhuànɡshì
,八拜之交,,,,,,ㄅㄚ ㄅㄞˋ ㄓ ㄐㄧㄠ,bābàizhījiāo
八寶,八宝,,,,,,ㄅㄚ　ㄅㄠˇ,bābǎo
八寶菜,八宝菜,,,,,,ㄅㄚ　ㄅㄠˇ　ㄘㄞˋ,bābǎocài
八寶飯,八宝饭,,,,,,ㄅㄚ ㄅㄠˇ ㄈㄢˋ,bābǎofàn
八寶鴨,八宝鸭,,,,,,ㄅㄚ　ㄅㄠˇ　丨ㄚ,bābǎoyā
八寶粥,八宝粥,,,,,,ㄅㄚ ㄅㄠˇ ㄓㄡ,bābǎozhōu
八輩子,八辈子,,,,,,ㄅㄚ　ㄅㄟˋ　˙ㄗ,bābèizi
,八成,,,,,,ㄅㄚ　ㄔㄥˊ,bāchénɡ
,八德,,,,,,ㄅㄚ ㄉㄜˊ,bādé
八點檔,八点档,,▲,,ㄅㄚ ㄉㄧㄢˇ ㄉㄤ‵,bādiǎndǎng,ㄅㄚ ㄉㄧㄢˇ ㄉㄤˇ,bādiǎndàng
,八斗才,,,,,,ㄅㄚ　ㄉㄡˇ　ㄘㄞˊ,bādǒucái
八段錦,八段锦,,,,,,ㄅㄚ　ㄉㄨㄢˋ　ㄐ丨ㄣˇ,bāduànjǐn
,八方,,,,,,ㄅㄚ　ㄈㄤ,bāfānɡ
,八分,,,,,,ㄅㄚ　ㄈㄣ,bāfēn
八分書,八分书,,,,,,ㄅㄚ　ㄈㄣ　ㄕㄨ,bāfēnshū
八竿子打不著,八竿子打不着,,,,,,ㄅㄚㄍㄢ˙ㄗㄉㄚˇㄅㄨˋ　ㄓㄠˊ,bāɡānzidǎbùzháo
,八哥,,,,ㄅㄚ ·ㄍㄜ,bāgē,ㄅㄚ  ㄍㄜ,bāge
八股,八股,,,,,,ㄅㄚ ㄍㄨˇ,bāgǔ
八股文,八股文,,,,,,ㄅㄚ　ㄍㄨˇ　ㄨㄣˊ,bāɡǔwén
,八卦,,,,,,ㄅㄚ ㄍㄨㄚˋ,bāguà
八卦話題,八卦话题,,▲,,,,ㄅㄚ ㄍㄨㄚˋ ㄏㄨㄚˋ ㄊㄧˊ,bāguà huàtí
,八卦教,,,,,,ㄅㄚ　ㄍㄨㄚˋ　ㄐ丨ㄠˋ,bāɡuàjiào
八卦新聞,八卦新闻,,,,,,ㄅㄚ　ㄍㄨㄚˋ　ㄒ丨ㄣ　ㄨㄣˊ,bāɡuà xīnwén
八國聯軍,八国联军,,,,,,ㄅㄚ　ㄍㄨㄛˊ　ㄌ丨ㄢˊ　ㄐㄩㄣ,bāɡuól iánjūn
八行書,八行书,,,,,,ㄅㄚ　ㄏㄤˊ　ㄕㄨ,bāhánɡshū
八荒,八荒,,,,,,ㄅㄚ　ㄏㄨㄤ,bāhuānɡ
八家將,八家将,,▲,,,,ㄅㄚ ㄐㄧㄚ ㄐㄧㄤˋ,bājiājiàng
八角,八角,,,,,,ㄅㄚ　ㄐ丨ㄠˇ,bājiǎo
八角楓,八角枫,,,,,,ㄅㄚ　ㄐ丨ㄠˇ　ㄈㄥ,bājiǎofēnɡ
八角茴香,八角茴香,,,,,,ㄅㄚ　ㄐ丨ㄠˇ　ㄏㄨㄟˊ　ㄒ丨ㄤ,bājiǎo huíxiānɡ
八節,八节,,,,,,ㄅㄚ　ㄐ丨ㄝˊ,bājié
八進制,八进制,,,,,,ㄅㄚ　ㄐ丨ㄣˋ　ㄓˋ,bājìnzhì
八九不離十,八九不离十,,,,,,ㄅㄚ　ㄐ丨ㄡˇ　ㄅㄨˋ　ㄌ丨ˊ　ㄕˊ,bājiǔbùlíshí
,八面光,,,,,,ㄅㄚ　ㄇ丨ㄢˋ　ㄍㄨㄤ,bāmiànɡuānɡ
八面玲瓏,八面玲珑,,,,,,ㄅㄚ ㄇㄧㄢˋ ㄌㄧㄥˊ ㄌㄨㄥˊ,bāmiàn–línglóng
八面威風,八面威风,,,,,,ㄅㄚ ㄇㄧㄢˋ ㄨㄟ ㄈㄥ,bāmiàn–wēifēng
八年抗戰,八年抗战,,,,,,ㄅㄚ ㄋㄧㄢˊ ㄎㄤˋ ㄓㄢˋ,bānián kàngzhàn
八婆,八婆,,,,,,ㄅㄚ　ㄆㄛˊ,bāpó
,八旗,,,,,,ㄅㄚ　ㄑ丨ˊ,bāqí
八儒,八儒,,,,,,ㄅㄚ　ㄖㄨˊ,bārú
八王之亂,八王之乱,,,,,,ㄅㄚ　ㄨㄤˊ　ㄓ　ㄌㄨㄢˋ,bāwánɡzhīluàn
,八下里,,,,ㄅㄚ　ㄒ丨ㄚˋ　ㄌ丨ˇ,bāxiàlǐ,ㄅㄚ　ㄒ丨ㄚˋ　˙ㄌ丨,bāxiàli
,八仙,,,,,,ㄅㄚ ㄒㄧㄢ,bāxiān
八仙過海,八仙过海,,,,,,ㄅㄚ ㄒㄧㄢ ㄍㄨㄛˋ ㄏㄞˇ,bāxiān–guòhǎi
八仙桌,八仙桌,,,,,,ㄅㄚ　ㄒ丨ㄢ　ㄓㄨㄛ,bāxiānzhuō
八小時工作制,八小时工作制,,,,,,ㄅㄚ　ㄒ丨ㄠˇ　ㄕˊ　ㄍㄨㄥ　ㄗㄨㄛˋ　ㄓˋ,bāxiǎoshí ɡōnɡzuòzhì
八佾,八佾,,,,,,ㄅㄚ　丨ˋ,bāyì
,八音,,,,,,ㄅㄚ  ㄧㄣ,bāyīn
,八音盒,,,,,,ㄅㄚ　丨ㄣ　ㄏㄜˊ,bāyīnhé
,八月,,,,,,ㄅㄚ　ㄩㄝˋ,bāyuè
八月節,八月节,,,,,,ㄅㄚ　ㄩㄝˋ　ㄐ丨ㄝˊ,bāyuèjié
,八珍,,,,,,ㄅㄚ　ㄓㄣ,bāzhēn
八陣圖,八阵图,,,,,,ㄅㄚ　ㄓㄣˋ　ㄊㄨˊ,bāzhèntú
,八字,,,,,,ㄅㄚ ㄗˋ,bāzì
,八字步,,,,,,ㄅㄚ　ㄗˋ　ㄅㄨˋ,bāzìbù
八字腳,八字脚,,,,,,ㄅㄚ　ㄗˋ　ㄐ丨ㄠˇ,bāzìjiǎo
八字沒一撇,八字没一撇,,,,ㄅㄚ　ㄗˋ　ㄇㄟˊ　丨ˋ　ㄆ丨ㄝˇ,bā zì méi yì piě,ㄅㄚ　ㄗˋ　ㄇㄟˊ　丨　ㄆ丨ㄝˇ,bāzìméiyīpiě
,八字眉,,,,,,ㄅㄚ　ㄗˋ　ㄇㄟˊ,bāzìméi
,八字帖,,,,,,ㄅㄚ　ㄗˋ　ㄊ丨ㄝˇ,bāzìtiě
,巴,,,,,,ㄅㄚ,bā
,巴巴,,,,,,ㄅㄚ ㄅㄚ,bābā
,巴不得,,,,,,ㄅㄚ ˙ㄅㄨ ˙ㄉㄜ,bābude
巴迪熊,巴迪熊,,★,,,,ㄅㄚ　ㄉ丨ˊ　ㄒㄩㄥˊ,bādíxiónɡ
巴兒狗,巴儿狗,,,,,,ㄅㄚ　ㄦˊ　ㄍㄡˇ,bārɡǒu
巴結,巴结,,,,,,ㄅㄚ ˙ㄐㄧㄝ,bājie
,巴士,,,,,,ㄅㄚ ㄕˋ,bāshì
巴望,巴望,,,,,,ㄅㄚ ㄨㄤˋ,bāwàng
,巴掌,,,,ㄅㄚ　ㄓㄤˇ,bāzhǎnɡ,ㄅㄚ　˙ㄓㄤ,bāzhɑnɡ
,扒,,,,,,ㄅㄚ,bā
,扒拉,,,,,,ㄅㄚ ˙ㄌㄚ,bāla
,叭,,,,,,ㄅㄚ,bā
,叭叭,,,,,,ㄅㄚ　ㄅㄚ,bābā
叭兒狗,叭儿狗,,,,,,ㄅㄚㄦ　ㄍㄡˇ,bārɡǒu
,朳,,,,,,ㄅㄚ,bā
芭,芭,,,,,,ㄅㄚ,bā
